Source,Target,Type,id,label,timeset,DEPARTURES_PERFORMED,PAYLOAD,SEATS,weight,FREIGHT,DISTANCE,AIR_TIME
11563,12896,Directed,11563_12896,,,5,170000,766,699,0,4150,522
10781,11697,Directed,10781_11697,,,1,34923,152,141,0,737,94
12831,14130,Directed,12831_14130,,,22,30900,123,67,0,252,393
11433,11109,Directed,11433_11109,,,2,38184,140,128,0,2290,406
15016,12339,Directed,15016_12339,,,219,28691153,2034,1443,19057500,7099,8707
16091,11298,Directed,16091_11298,,,2,79485,314,105,0,1960,284
13204,12892,Directed,13204_12892,,,2199,94343950,355130,311012,662395,241762,642133
15295,13871,Directed,15295_13871,,,5,160000,762,253,0,3135,486
14288,13487,Directed,14288_13487,,,4,159532,634,362,0,2956,376
14683,11921,Directed,14683_11921,,,7,164666,728,497,0,5250,1179
15008,14512,Directed,15008_14512,,,1,34000,166,155,0,339,42
14635,14112,Directed,14635_14112,,,2,108725,166,164,37510,222,95
12191,13341,Directed,12191_13341,,,1,50160,184,61,0,654,91
11697,10800,Directed,11697_10800,,,1,3000,13,1,0,2340,284
14771,12191,Directed,14771_12191,,,1,37400,150,138,0,1649,214
11298,14524,Directed,11298_14524,,,1021,38501188,139517,109219,45384,16212,143826
12891,10590,Directed,12891_10590,,,4,155819,636,565,0,3668,497
14570,11233,Directed,14570_11233,,,1,34600,143,129,2,797,169
14730,10990,Directed,14730_10990,,,1,12240,50,38,0,397,80
15370,15919,Directed,15370_15919,,,1,10000,50,15,0,88,20
13158,13204,Directed,13158_13204,,,1,42500,172,138,0,1271,168
14112,14108,Directed,14112_14108,,,147,4998000,24402,22108,0,11580,19158
10721,14648,Directed,10721_14648,,,991,1783800,8919,5244,0,1524,59460
10396,14125,Directed,10396_14125,,,7,30200,84,44,4486,846,294
10466,15389,Directed,10466_15389,,,1,34000,166,156,0,651,114
10299,14709,Directed,10299_14709,,,428,12716276,27837,18580,3185559,35739,41112
10721,15304,Directed,10721_15304,,,1272,46755657,187082,151437,151334,29625,219133
14843,15027,Directed,14843_15027,,,3602,31807919,106276,74253,972925,7144,116063
14492,13930,Directed,14492_13930,,,2900,76655877,300116,238863,36584,85918,304076
13422,11278,Directed,13422_11278,,,1,51700,187,186,0,849,105
10785,14321,Directed,10785_14321,,,48,2839413,100,54,475525,2295,1371
12191,11618,Directed,12191_11618,,,960,33093234,136412,93691,443390,40919,169867
13232,10821,Directed,13232_10821,,,2251,81873468,336256,245932,832631,22607,188529
15043,12892,Directed,15043_12892,,,2,73348,136,121,0,1577,402
10551,11512,Directed,10551_11512,,,52,101900,383,112,6431,4440,3195
13964,11342,Directed,13964_11342,,,1,3000,9,6,0,215,137
13871,13342,Directed,13871_13342,,,3,79150,336,311,110,1278,230
12902,10590,Directed,12902_10590,,,1,28603,99,99,0,771,132
13931,11823,Directed,13931_11823,,,1,12500,50,48,0,560,103
13296,15323,Directed,13296_15323,,,2,40424,165,113,0,1468,269
10551,15385,Directed,10551_15385,,,6,15750,45,9,0,390,345
12671,11336,Directed,12671_11336,,,213,482400,1716,292,0,1365,6737
11986,10721,Directed,11986_10721,,,1,38879,150,144,0,740,95
11986,13459,Directed,11986_13459,,,1,28603,99,45,0,257,52
11823,13577,Directed,11823_13577,,,26,884000,4268,3766,0,2440,2166
15885,12819,Directed,15885_12819,,,5,10378,38,28,19,380,209
10245,14167,Directed,10245_14167,,,26,66800,234,81,68,1416,2577
10135,11433,Directed,10135_11433,,,1045,13563220,52307,37475,0,11900,83797
11298,11921,Directed,11298_11921,,,883,10927466,44271,35067,5850,25509,100585
14027,13461,Directed,14027_13461,,,1,42500,172,140,0,746,105
14869,10558,Directed,14869_10558,,,1,13500,50,47,0,442,101
10529,10155,Directed,10529_10155,,,1,31557,118,105,0,1529,224
11003,10146,Directed,11003_10146,,,1,34000,166,155,0,826,96
11252,12451,Directed,11252_12451,,,2,65044,236,79,0,196,47
11973,13422,Directed,11973_13422,,,6,67000,300,276,0,318,119
10785,13931,Directed,10785_13931,,,1,24062,50,12,0,547,87
14122,13577,Directed,14122_13577,,,1,30000,150,145,0,475,73
14485,13970,Directed,14485_13970,,,325,1086870,2818,1288,37532,5040,9845
14574,13930,Directed,14574_13930,,,901,9715864,45066,34183,0,13275,79581
14100,11042,Directed,14100_11042,,,3210,57329687,185841,146833,119952,30492,206134
14268,12720,Directed,14268_12720,,,1,1000,5,3,0,116,44
10423,13230,Directed,10423_13230,,,1,35470,144,111,64,1364,225
11977,11587,Directed,11977_11587,,,1,12500,50,42,0,99,21
