Source,Target,Type,id,label,timeset,DEPARTURES_PERFORMED,PAYLOAD,SEATS,weight,FREIGHT,DISTANCE,AIR_TIME
30423,30397,Directed,30423_30397,,,2935,122579460,474476,401564,305546,71544,300325
33277,30194,Directed,33277_30194,,,1020,12023300,49385,32560,3158,19904,104448
33290,31066,Directed,33290_31066,,,1,12350,50,48,0,737,130
30423,35249,Directed,30423_35249,,,1,29592,56,45,0,796,103
33674,30154,Directed,33674_30154,,,2,5557,18,4,0,364,115
33044,30990,Directed,33044_30990,,,1,12240,50,38,0,397,80
30241,34130,Directed,30241_34130,,,2,2400,12,3,0,46,24
30868,33667,Directed,30868_33667,,,2,37562,100,44,43,685,124
30304,35257,Directed,30304_35257,,,5,10850,36,11,0,174,146
30423,33851,Directed,30423_33851,,,3,82125,274,127,0,1074,179
33785,34262,Directed,33785_34262,,,1,7543,30,23,0,137,75
30405,32709,Directed,30405_32709,,,4,9425,12,3,1195,108,63
30562,34696,Directed,30562_34696,,,1,10000,50,37,0,767,123
33851,31973,Directed,33851_31973,,,4,143034,558,491,0,2412,316
30279,31638,Directed,30279_31638,,,1,40330,162,84,0,1013,139
31057,33195,Directed,31057_33195,,,3051,127317678,478273,415566,223800,30939,230460
33342,34027,Directed,33342_34027,,,3,84600,377,293,145,3612,586
31295,33459,Directed,31295_33459,,,815,10212605,40814,28337,0,4886,46954
30299,31406,Directed,30299_31406,,,1,3000,9,9,0,435,107
32884,31003,Directed,32884_31003,,,3,102493,389,225,0,1110,184
32337,30158,Directed,32337_30158,,,1,28603,99,90,0,625,95
34457,30466,Directed,34457_30466,,,124,4736200,20434,18779,0,14841,15017
34614,32280,Directed,34614_32280,,,2238,30654339,94918,64965,2379376,13724,84350
32575,32982,Directed,32575_32982,,,1467,72189513,265069,232592,583868,101985,485103
30781,33244,Directed,30781_33244,,,194,2642332,9817,7829,43,2862,10846
30325,31603,Directed,30325_31603,,,830,13314677,51685,45841,517,31872,120503
35085,32807,Directed,35085_32807,,,176,381725,1227,335,1015,2006,5113
34653,31123,Directed,34653_31123,,,649,22077600,91983,59592,138603,9126,33520
32600,30279,Directed,32600_30279,,,2,74661,305,202,360,1078,171
31454,30732,Directed,31454_30732,,,439,15976600,63875,53454,14831,16935,60120
33029,32878,Directed,33029_32878,,,2,76710,336,212,0,1034,128
33495,31057,Directed,33495_31057,,,2588,80135307,286708,236855,58310,48825,231188
30405,35862,Directed,30405_35862,,,3,3675,12,4,467,117,61
32223,33195,Directed,32223_33195,,,149,5173300,24707,23010,0,11531,15024
31123,32467,Directed,31123_32467,,,1172,50890085,192407,148762,67925,46704,161217
31695,34113,Directed,31695_34113,,,1,34323,126,109,0,538,79
